"fdc_id","data_type","description","food_category_id","publication_date"
"2341828","survey_fndds_food","Pork stew, no potatoes, tomato-based sauce, Mexican style","","2022-10-28"
"2341829","survey_fndds_food","Pork or ham with soy-based sauce","","2022-10-28"
"2341830","survey_fndds_food","Chili hot dog, no bun","","2022-10-28"
"2341831","survey_fndds_food","Frankfurters or hot dogs with tomato-based sauce","","2022-10-28"
"2341832","survey_fndds_food","Pork with chili and tomatoes","","2022-10-28"
"2341833","survey_fndds_food","Stewed pork, Puerto Rican style","","2022-10-28"
"2341834","survey_fndds_food","Chili con carne with beans, made with pork","","2022-10-28"
"2341835","survey_fndds_food","Lamb or mutton with gravy","","2022-10-28"
"2341836","survey_fndds_food","Stewed goat, Puerto Rican style","","2022-10-28"
"2341837","survey_fndds_food","Veal with gravy","","2022-10-28"
"2341838","survey_fndds_food","Veal scallopini","","2022-10-28"
"2341839","survey_fndds_food","Veal with cream sauce","","2022-10-28"
"2341840","survey_fndds_food","Veal with butter sauce","","2022-10-28"
"2341841","survey_fndds_food","Veal Marsala","","2022-10-28"
"2341842","survey_fndds_food","Veal parmigiana","","2022-10-28"
"2341843","survey_fndds_food","Veal cordon bleu","","2022-10-28"
"2341844","survey_fndds_food","Venison or deer with tomato-based sauce","","2022-10-28"
"2341845","survey_fndds_food","Venison or deer with gravy","","2022-10-28"
"2341846","survey_fndds_food","Chili con carne with venison/deer and beans","","2022-10-28"
"2341847","survey_fndds_food","Chicken or turkey cacciatore","","2022-10-28"
"2341848","survey_fndds_food","Spaghetti sauce with poultry","","2022-10-28"
"2341849","survey_fndds_food","Spaghetti sauce with poultry and added vegetables","","2022-10-28"
"2341850","survey_fndds_food","Stewed chicken with tomato-based sauce, Mexican style","","2022-10-28"
"2341851","survey_fndds_food","Chili con carne with chicken or turkey and beans","","2022-10-28"
"2341852","survey_fndds_food","Chicken with gravy","","2022-10-28"
"2341853","survey_fndds_food","Chicken or turkey fricassee","","2022-10-28"
"2341854","survey_fndds_food","Turkey with gravy","","2022-10-28"
"2341855","survey_fndds_food","Chicken or turkey with cream sauce","","2022-10-28"
"2341856","survey_fndds_food","Chicken or turkey with mushroom sauce","","2022-10-28"
"2341857","survey_fndds_food","Chicken or turkey with teriyaki","","2022-10-28"
"2341858","survey_fndds_food","Barbecue chicken","","2022-10-28"
"2341859","survey_fndds_food","Sweet and sour chicken or turkey","","2022-10-28"
"2341860","survey_fndds_food","Sweet and sour chicken or turkey, without vegetables","","2022-10-28"
"2341861","survey_fndds_food","Chicken curry","","2022-10-28"
"2341862","survey_fndds_food","Chicken curry with rice","","2022-10-28"
"2341863","survey_fndds_food","Chicken with mole sauce","","2022-10-28"
"2341864","survey_fndds_food","Chicken or turkey with cheese sauce","","2022-10-28"
"2341865","survey_fndds_food","Chicken or turkey cordon bleu","","2022-10-28"
"2341866","survey_fndds_food","Chicken or turkey parmigiana","","2022-10-28"
"2341867","survey_fndds_food","Orange chicken","","2022-10-28"
"2341868","survey_fndds_food","Sesame chicken","","2022-10-28"
"2341869","survey_fndds_food","Chicken kiev","","2022-10-28"
"2341870","survey_fndds_food","Stuffed chicken, drumstick or breast, Puerto Rican style","","2022-10-28"
"2341871","survey_fndds_food","Fish with cream or white sauce, not tuna or lobster","","2022-10-28"
"2341872","survey_fndds_food","Fish timbale or mousse","","2022-10-28"
"2341873","survey_fndds_food","Shrimp cocktail","","2022-10-28"
"2341874","survey_fndds_food","Tuna with cream or white sauce","","2022-10-28"
"2341875","survey_fndds_food","Seafood thermidor","","2022-10-28"
"2341876","survey_fndds_food","Seafood sauce","","2022-10-28"
"2341877","survey_fndds_food","Spaghetti sauce with seafood","","2022-10-28"
"2341878","survey_fndds_food","Spaghetti sauce with seafood and added vegetables","","2022-10-28"
"2341879","survey_fndds_food","Shrimp with lobster sauce","","2022-10-28"
"2341880","survey_fndds_food","Sweet and sour shrimp","","2022-10-28"
"2341881","survey_fndds_food","Fish sauce","","2022-10-28"
"2341882","survey_fndds_food","Shrimp scampi","","2022-10-28"
"2341883","survey_fndds_food","Fish with tomato-based sauce","","2022-10-28"
"2341884","survey_fndds_food","Fish curry","","2022-10-28"
"2341885","survey_fndds_food","Fish curry with rice","","2022-10-28"
"2341886","survey_fndds_food","Shrimp teriyaki","","2022-10-28"
"2341887","survey_fndds_food","Ceviche","","2022-10-28"
"2341888","survey_fndds_food","Crabs in tomato-based sauce, Puerto Rican style","","2022-10-28"
"2341889","survey_fndds_food","Shrimp in garlic sauce, Puerto Rican style","","2022-10-28"
"2341890","survey_fndds_food","Bacalao guisado","","2022-10-28"
"2341891","survey_fndds_food","Meatballs, NS as to type of meat, with sauce","","2022-10-28"
"2341892","survey_fndds_food","Meat loaf, Puerto Rican style","","2022-10-28"
"2341893","survey_fndds_food","Meat with tomato-based sauce","","2022-10-28"
"2341894","survey_fndds_food","Spaghetti sauce with meat","","2022-10-28"
"2341895","survey_fndds_food","Spaghetti sauce with meat and added vegetables","","2022-10-28"
"2341896","survey_fndds_food","Stewed, seasoned, ground beef and pork, Mexican style","","2022-10-28"
"2341897","survey_fndds_food","Meat with gravy, NS as to type of meat,","","2022-10-28"
"2341898","survey_fndds_food","Beef and potatoes, no sauce","","2022-10-28"
"2341899","survey_fndds_food","Beef stew with potatoes, tomato-based sauce, Mexican style","","2022-10-28"
"2341900","survey_fndds_food","Beef and potatoes with cream sauce, white sauce or mushroom sauce","","2022-10-28"
"2341901","survey_fndds_food","Beef, roast, hash","","2022-10-28"
"2341902","survey_fndds_food","Corned beef hash","","2022-10-28"
"2341903","survey_fndds_food","Beef and potatoes with cheese sauce","","2022-10-28"
"2341904","survey_fndds_food","Stewed, seasoned, ground beef with potatoes, Mexican style","","2022-10-28"
"2341905","survey_fndds_food","Beef and noodles, no sauce","","2022-10-28"
"2341906","survey_fndds_food","Beef and macaroni with cheese sauce","","2022-10-28"
"2341907","survey_fndds_food","Beef and noodles with tomato-based sauce","","2022-10-28"
"2341908","survey_fndds_food","Chili con carne with beans and macaroni","","2022-10-28"
"2341909","survey_fndds_food","Beef goulash with noodles","","2022-10-28"
"2341910","survey_fndds_food","Beef and noodles with gravy","","2022-10-28"
"2341911","survey_fndds_food","Beef and noodles with cream or white sauce","","2022-10-28"
"2341912","survey_fndds_food","Beef stroganoff with noodles","","2022-10-28"
"2341913","survey_fndds_food","Beef and noodles with mushroom sauce","","2022-10-28"
"2341914","survey_fndds_food","Beef and noodles with soy-based sauce","","2022-10-28"
"2341915","survey_fndds_food","Beef and rice, no sauce","","2022-10-28"
"2341916","survey_fndds_food","Biryani with meat","","2022-10-28"
"2341917","survey_fndds_food","Beef and rice with tomato-based sauce","","2022-10-28"
"2341918","survey_fndds_food","Porcupine balls with tomato-based sauce","","2022-10-28"
"2341919","survey_fndds_food","Beef and rice with gravy","","2022-10-28"
"2341920","survey_fndds_food","Beef and rice with cream sauce","","2022-10-28"
"2341921","survey_fndds_food","Beef and rice with mushroom sauce","","2022-10-28"
"2341922","survey_fndds_food","Porcupine balls with mushroom sauce","","2022-10-28"
"2341923","survey_fndds_food","Beef and rice with soy-based sauce","","2022-10-28"
"2341924","survey_fndds_food","Beef and rice with cheese sauce","","2022-10-28"
"2341925","survey_fndds_food","Meat loaf made with beef","","2022-10-28"
"2341926","survey_fndds_food","Meat loaf made with beef, with tomato-based sauce","","2022-10-28"
"2341927","survey_fndds_food","Beef wellington","","2022-10-28"
"2341928","survey_fndds_food","Corned beef patty","","2022-10-28"
"2341929","survey_fndds_food","Stuffed pot roast, with potatoes, Puerto Rican style","","2022-10-28"
"2341930","survey_fndds_food","Beef stew with potatoes, Puerto Rican style","","2022-10-28"
"2341931","survey_fndds_food","Stewed corned beef, Puerto Rican style","","2022-10-28"
"2341932","survey_fndds_food","Meat loaf made with ham","","2022-10-28"
"2341933","survey_fndds_food","Ham and noodles with cream or white sauce","","2022-10-28"
"2341934","survey_fndds_food","Ham and rice with mushroom sauce","","2022-10-28"
"2341935","survey_fndds_food","Ham or pork with stuffing","","2022-10-28"
"2341936","survey_fndds_food","Ham croquette","","2022-10-28"
"2341937","survey_fndds_food","Pork and rice with tomato-based sauce","","2022-10-28"
"2341938","survey_fndds_food","Sausage and rice with tomato-based sauce","","2022-10-28"
"2341939","survey_fndds_food","Sausage and rice with mushroom sauce","","2022-10-28"
"2341940","survey_fndds_food","Sausage and rice with cheese sauce","","2022-10-28"
"2341941","survey_fndds_food","Sausage and noodles with cream or white sauce","","2022-10-28"
"2341942","survey_fndds_food","Ham and noodles, no sauce","","2022-10-28"
"2341943","survey_fndds_food","Ham or pork and rice, no sauce","","2022-10-28"
"2341944","survey_fndds_food","Ham or pork and potatoes with gravy","","2022-10-28"
"2341945","survey_fndds_food","Ham or pork and potatoes with cheese sauce","","2022-10-28"
"2341946","survey_fndds_food","Stewed pig's feet, Puerto Rican style","","2022-10-28"
"2341947","survey_fndds_food","Stuffed pork roast, Puerto Rican style","","2022-10-28"
"2341948","survey_fndds_food","Pork stew, with potatoes, tomato-based sauce, Mexican style","","2022-10-28"
"2341949","survey_fndds_food","Lamb or mutton loaf","","2022-10-28"
"2341950","survey_fndds_food","Lamb or mutton and potatoes with gravy","","2022-10-28"
"2341951","survey_fndds_food","Lamb or mutton and potatoes with tomato-based sauce","","2022-10-28"
"2341952","survey_fndds_food","Lamb or mutton and noodles with gravy","","2022-10-28"
"2341953","survey_fndds_food","Meat loaf made with venison/deer","","2022-10-28"
"2341954","survey_fndds_food","Veal and noodles with cream or white sauce","","2022-10-28"
"2341955","survey_fndds_food","Venison or deer and noodles with cream or white sauce","","2022-10-28"
"2341956","survey_fndds_food","Chicken or turkey hash","","2022-10-28"
"2341957","survey_fndds_food","Chicken or turkey and potatoes with gravy","","2022-10-28"
"2341958","survey_fndds_food","Chicken or turkey and noodles, no sauce","","2022-10-28"
"2341959","survey_fndds_food","Chicken or turkey and noodles with gravy","","2022-10-28"
"2341960","survey_fndds_food","Chicken or turkey and noodles with mushroom sauce","","2022-10-28"
"2341961","survey_fndds_food","Chicken or turkey and noodles with cream or white sauce","","2022-10-28"
"2341962","survey_fndds_food","Chicken or turkey and noodles with cheese sauce","","2022-10-28"
"2341963","survey_fndds_food","Chicken or turkey tetrazzini","","2022-10-28"
"2341964","survey_fndds_food","Chicken or turkey and noodles with tomato-based sauce","","2022-10-28"
"2341965","survey_fndds_food","Chicken or turkey and noodles with soy-based sauce","","2022-10-28"
"2341966","survey_fndds_food","Chicken or turkey and rice, no sauce","","2022-10-28"
"2341967","survey_fndds_food","Biryani with chicken","","2022-10-28"
"2341968","survey_fndds_food","Chicken or turkey and rice with cream sauce","","2022-10-28"
"2341969","survey_fndds_food","Chicken or turkey and rice with mushroom sauce","","2022-10-28"
"2341970","survey_fndds_food","Chicken or turkey and rice with tomato-based sauce","","2022-10-28"
"2341971","survey_fndds_food","Chicken or turkey and rice with soy-based sauce","","2022-10-28"
"2341972","survey_fndds_food","Chicken or turkey with dumplings","","2022-10-28"
"2341973","survey_fndds_food","Chicken or turkey with stuffing","","2022-10-28"
"2341974","survey_fndds_food","Chicken or turkey cake, patty, or croquette","","2022-10-28"
"2341975","survey_fndds_food","Chicken or turkey souffle","","2022-10-28"
"2341976","survey_fndds_food","Meat loaf made with chicken or turkey","","2022-10-28"
"2341977","survey_fndds_food","Meat loaf made with chicken or turkey, with tomato-based sauce","","2022-10-28"
"2341978","survey_fndds_food","Crab, cake","","2022-10-28"
"2341979","survey_fndds_food","Fish, cake or patty","","2022-10-28"
"2341980","survey_fndds_food","Gefilte fish","","2022-10-28"
"2341981","survey_fndds_food","Fish, salmon cake or patty","","2022-10-28"
"2341982","survey_fndds_food","Scallops and noodles with cheese sauce","","2022-10-28"
"2341983","survey_fndds_food","Shrimp and noodles, no sauce","","2022-10-28"
"2341984","survey_fndds_food","Shrimp and noodles with gravy","","2022-10-28"
"2341985","survey_fndds_food","Shrimp and noodles with mushroom sauce","","2022-10-28"
"2341986","survey_fndds_food","Shrimp and noodles with cream or white sauce","","2022-10-28"
"2341987","survey_fndds_food","Shrimp and noodles with soy-based sauce","","2022-10-28"
"2341988","survey_fndds_food","Shrimp and noodles with cheese sauce","","2022-10-28"
"2341989","survey_fndds_food","Shrimp and noodles with tomato sauce","","2022-10-28"
"2341990","survey_fndds_food","Tuna loaf","","2022-10-28"
"2341991","survey_fndds_food","Tuna cake or patty","","2022-10-28"
"2341992","survey_fndds_food","Clam cake or patty","","2022-10-28"
"2341993","survey_fndds_food","Flounder with crab stuffing","","2022-10-28"
"2341994","survey_fndds_food","Lobster with bread stuffing, baked","","2022-10-28"
"2341995","survey_fndds_food","Clams Casino","","2022-10-28"
"2341996","survey_fndds_food","Shrimp, cake or patty","","2022-10-28"
"2341997","survey_fndds_food","Shrimp with crab stuffing","","2022-10-28"
"2341998","survey_fndds_food","Shrimp toast","","2022-10-28"
"2341999","survey_fndds_food","Imitation crab meat","","2022-10-28"
"2342000","survey_fndds_food","Seafood souffle","","2022-10-28"
"2342001","survey_fndds_food","Tuna noodle casserole with cream or white sauce","","2022-10-28"
"2342002","survey_fndds_food","Tuna noodle casserole with mushroom sauce","","2022-10-28"
"2342003","survey_fndds_food","Tuna and rice with mushroom sauce","","2022-10-28"
"2342004","survey_fndds_food","Fish and rice with tomato-based sauce","","2022-10-28"
"2342005","survey_fndds_food","Fish and rice with cream sauce","","2022-10-28"
"2342006","survey_fndds_food","Fish and rice with mushroom sauce","","2022-10-28"
"2342007","survey_fndds_food","Fish and noodles with mushroom sauce","","2022-10-28"
"2342008","survey_fndds_food","Shellfish and noodles with tomato-based sauce","","2022-10-28"
"2342009","survey_fndds_food","Stewed salmon, Puerto Rican style","","2022-10-28"
"2342010","survey_fndds_food","Meat loaf, NS as to type of meat","","2022-10-28"
"2342011","survey_fndds_food","Meatballs, with breading, NS as to type of meat, with gravy","","2022-10-28"
"2342012","survey_fndds_food","Meat loaf made with beef and pork","","2022-10-28"
"2342013","survey_fndds_food","Meat loaf made with beef, veal and pork","","2022-10-28"
"2342014","survey_fndds_food","Meat loaf made with beef and pork, with tomato-based sauce","","2022-10-28"
"2342015","survey_fndds_food","Hash, NS as to type of meat","","2022-10-28"
"2342016","survey_fndds_food","Vienna sausages stewed with potatoes, Puerto Rican style","","2022-10-28"
"2342017","survey_fndds_food","Stewed, seasoned, ground beef and pork with potatoes, Mexican style","","2022-10-28"
"2342018","survey_fndds_food","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","","2022-10-28"
"2342019","survey_fndds_food","Beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce","","2022-10-28"
"2342020","survey_fndds_food","Corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce","","2022-10-28"
"2342021","survey_fndds_food","Corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce","","2022-10-28"
